customer_id,loan_amount_ngn,tenure_months,interest_rate,age,gender,employment_status,monthly_income_ngn,residence_type,bureau_score,existing_loans_count,debt_to_income_ratio,mobile_phone_usage_days,savings_balance_ngn,loan_purpose,region,application_channel,default_target
CUST002472,619486,12,0.329,59,M,Employed,98863,Rented,121,1,0.172,705,2688,Emergency,North-Central,Agent,0
CUST002473,14140,12,0.2,21,M,Self-employed,101236,Rented,522,1,0.002,1519,22649,Business,North-Central,Agent,0
CUST002474,6923,24,0.285,54,F,Self-employed,17486,Rented,402,0,0.005,942,39803,Business,South-South,Agent,0
CUST002475,52291,12,0.282,24,M,Employed,38814,Rented,201,1,0.032,1366,11218,Business,North-West,Online,0
CUST002476,86325,6,0.326,68,M,Self-employed,55724,Rented,266,1,0.084,880,97924,Emergency,South-West,Online,0
CUST002477,27528,12,0.181,68,M,Employed,147181,Rented,292,1,0.003,1337,3796,Business,South-East,Online,0
CUST002478,207713,24,0.212,25,M,Self-employed,31693,Owned,232,1,0.058,81,25052,Emergency,South-West,Online,0
CUST002479,7285,12,0.217,18,M,Self-employed,140526,Owned,248,4,0.001,358,8571,Business,North-East,Agent,0
CUST002480,83408,12,0.341,25,M,Self-employed,23502,Owned,299,3,0.101,374,1030,Business,North-West,Online,0
CUST002481,17552,24,0.206,36,M,Employed,14893,Family,65,3,0.01,1026,9238,Education,North-West,Agent,0
CUST002482,285858,3,0.186,34,M,Employed,197698,Rented,169,0,0.09,396,13189,Medical,South-East,Online,0
CUST002483,396732,12,0.271,58,M,Employed,291654,Owned,85,2,0.031,77,4974,Consumer,South-South,Online,1
CUST002484,14472,12,0.27,69,F,Self-employed,215560,Rented,124,3,0.002,1012,1840,Consumer,North-West,Online,0
CUST002485,18779,24,0.323,65,F,Employed,130087,Rented,340,2,0.002,1613,3421,Emergency,North-East,Online,0
CUST002486,101875,6,0.341,26,F,Self-employed,67187,Rented,101,0,0.086,496,17515,Business,North-Central,Agent,0
CUST002487,22821,12,0.272,68,M,Employed,111234,Family,250,0,0.005,1659,4421,Emergency,South-South,Online,0
CUST002488,34389,12,0.338,33,M,Self-employed,106465,Owned,168,0,0.009,153,3074,Consumer,South-East,Online,0
CUST002489,37438,6,0.303,70,F,Self-employed,426139,Family,374,1,0.004,60,7012,Business,South-South,Online,0
CUST002490,3627,12,0.225,62,F,Employed,27150,Family,223,0,0.003,519,1118,Business,South-East,Agent,0
CUST002491,35717,6,0.338,68,F,Self-employed,31757,Rented,204,1,0.063,535,7858,Emergency,South-West,Agent,0
CUST002492,15872,6,0.293,54,M,Employed,22380,Family,428,0,0.035,1101,5285,Business,South-West,Agent,0
CUST002493,20095,6,0.25,44,M,Employed,265374,Owned,289,2,0.003,1171,7780,Education,South-West,Branch,0
CUST002494,205326,12,0.296,19,F,Employed,60560,Rented,257,0,0.084,1570,848,Emergency,North-East,Online,0
CUST002495,8040,6,0.248,53,F,Employed,27364,Rented,119,5,0.012,480,4694,Business,South-West,Online,0
CUST002496,96359,6,0.199,29,M,Employed,7175,Family,138,0,0.445,1072,8969,Business,South-East,Online,0
CUST002497,25984,6,0.302,67,F,Employed,24303,Owned,18,2,0.054,1235,10231,Education,South-East,Branch,1
CUST002498,25959,3,0.32,52,M,Employed,78157,Rented,133,0,0.035,921,8882,Business,North-Central,Agent,0
CUST002499,93755,3,0.304,48,F,Self-employed,8845,Family,119,1,0.8,333,4486,Emergency,South-West,Online,1
CUST002500,54614,3,0.219,70,M,Employed,22157,Owned,46,1,0.18,890,4970,Business,North-East,Online,0
CUST002501,72022,12,0.343,36,F,Employed,62349,Owned,30,1,0.033,758,52278,Education,South-South,Branch,0
CUST002502,116055,12,0.184,43,F,Self-employed,47501,Rented,256,1,0.037,433,13751,Education,North-West,Online,0
CUST002503,24402,3,0.237,53,M,Self-employed,16312,Rented,308,1,0.118,650,1570,Emergency,South-West,Agent,0
CUST002504,17418,3,0.224,21,M,Employed,24766,Owned,499,1,0.053,1250,8743,Business,South-East,Branch,0
CUST002505,9875,12,0.188,65,M,Employed,45586,Family,118,0,0.003,1535,64320,Emergency,South-West,Online,0
CUST002506,13487,6,0.249,60,M,Employed,88952,Rented,203,2,0.006,1344,32049,Business,South-East,Online,0
CUST002507,1250324,24,0.286,48,F,Self-employed,112156,Rented,254,0,0.133,168,5351,Medical,North-Central,Branch,0
CUST002508,161718,12,0.33,30,M,Employed,52470,Family,453,0,0.085,1077,2586,Education,South-West,Online,0
CUST002509,7177,6,0.348,70,M,Employed,247347,Rented,188,4,0.002,1621,3341,Business,South-South,Online,0
CUST002510,7428,6,0.317,60,F,Employed,35055,Rented,561,1,0.011,1601,6868,Emergency,South-South,Online,0
CUST002511,64746,12,0.26,56,M,Employed,18680,Rented,149,3,0.075,266,7993,Business,South-West,Branch,0
CUST002512,70032,3,0.303,63,M,Employed,8204,Rented,63,0,0.8,193,13424,Business,South-West,Online,1
CUST002513,70168,3,0.323,21,F,Self-employed,120437,Owned,96,0,0.063,1285,1962,Business,South-South,Agent,0
CUST002514,26743,3,0.259,57,F,Employed,54321,Rented,395,4,0.043,229,28763,Emergency,South-West,Online,0
CUST002515,31240,12,0.313,61,M,Self-employed,11954,Family,52,1,0.068,989,3936,Business,South-South,Agent,0
CUST002516,53822,12,0.262,30,M,Self-employed,79696,Rented,224,0,0.015,1696,11285,Business,South-West,Branch,0
CUST002517,40258,3,0.246,58,F,Employed,157976,Owned,561,1,0.021,250,28590,Medical,North-Central,Online,0
CUST002518,2532,12,0.269,26,M,Employed,79045,Rented,197,0,0.001,734,5380,Emergency,South-West,Agent,0
CUST002519,27563,6,0.295,19,F,Self-employed,29592,Rented,224,1,0.046,311,17859,Education,South-East,Branch,0
CUST002520,13073,12,0.304,52,F,Self-employed,17342,Rented,287,2,0.019,246,3923,Business,North-West,Online,0
CUST002521,44813,6,0.241,70,M,Employed,78286,Owned,334,3,0.023,583,6337,Medical,South-West,Agent,0
CUST002522,1305779,12,0.277,29,F,Employed,62275,Owned,377,0,0.484,691,33577,Emergency,North-West,Online,0
CUST002523,56442,24,0.335,34,M,Self-employed,851483,Rented,296,0,0.001,464,4673,Emergency,North-West,Branch,0
CUST002524,24928,3,0.346,21,F,Employed,20125,Family,408,0,0.143,574,23679,Business,South-East,Online,0
CUST002525,109772,6,0.219,31,M,Employed,91698,Rented,222,0,0.044,574,2737,Business,North-East,Agent,0
CUST002526,64810,6,0.213,38,M,Self-employed,32788,Family,208,1,0.07,131,2381,Emergency,South-West,Online,0
CUST002527,60120,6,0.295,58,F,Self-employed,28406,Rented,603,3,0.104,992,12625,Education,South-West,Online,0
CUST002528,75223,6,0.25,25,F,Self-employed,17786,Rented,573,0,0.176,316,1770,Business,South-West,Online,0
CUST002529,428416,12,0.184,50,M,Self-employed,184462,Rented,253,1,0.036,177,7213,Medical,South-West,Agent,0
CUST002530,9348,24,0.239,62,M,Employed,181462,Rented,165,1,0.001,434,3616,Consumer,South-West,Branch,0
CUST002531,64110,6,0.317,45,F,Employed,155089,Owned,256,2,0.022,1734,2910,Emergency,South-South,Agent,1
CUST002532,11948,12,0.316,20,M,Employed,36596,Rented,159,4,0.009,1196,15263,Emergency,South-West,Online,0
CUST002533,70729,12,0.264,31,M,Self-employed,103129,Family,132,0,0.015,1761,16165,Medical,South-West,Online,0
CUST002534,12059,12,0.26,36,M,Employed,238958,Rented,130,0,0.001,1220,4707,Emergency,North-Central,Online,0
CUST002535,22007,6,0.279,23,F,Self-employed,4831,Owned,200,1,0.212,1540,17016,Emergency,North-Central,Agent,0
CUST002536,25486,3,0.217,53,M,Employed,104659,Rented,769,3,0.018,703,31998,Business,South-South,Online,0
CUST002537,117123,6,0.269,37,M,Self-employed,162158,Rented,243,2,0.032,604,36593,Education,South-West,Branch,0
CUST002538,109332,6,0.182,18,F,Self-employed,125827,Owned,318,1,0.026,655,3148,Emergency,North-East,Online,0
CUST002539,8144,12,0.261,27,F,Self-employed,24168,Owned,524,0,0.007,90,934,Emergency,South-South,Online,0
CUST002540,38790,12,0.237,30,M,Employed,23099,Rented,315,3,0.033,435,17729,Education,South-South,Online,0
CUST002541,15498,3,0.295,29,F,Self-employed,83911,Rented,404,0,0.018,1551,6070,Emergency,North-East,Agent,0
CUST002542,8020,3,0.289,28,M,Self-employed,62839,Rented,655,0,0.012,1457,8564,Business,North-West,Agent,0
CUST002543,27989,24,0.245,53,F,Employed,154737,Owned,170,0,0.002,310,9006,Medical,South-West,Agent,0
CUST002544,25079,12,0.181,34,F,Unemployed,153094,Rented,309,0,0.002,324,4381,Education,North-Central,Branch,0
CUST002545,668010,12,0.223,64,F,Employed,33975,Rented,331,0,0.365,520,91810,Business,South-South,Branch,0
CUST002546,61056,3,0.288,70,F,Self-employed,10805,Rented,588,1,0.542,1604,11621,Business,South-West,Online,0
CUST002547,6952,12,0.192,46,M,Self-employed,14453,Family,140,2,0.008,1492,13146,Medical,North-Central,Agent,0
CUST002548,18439,12,0.198,20,F,Self-employed,19305,Owned,330,0,0.016,469,8615,Education,North-West,Agent,0
CUST002549,123705,12,0.29,46,F,Employed,35067,Family,80,0,0.085,1681,26707,Medical,North-Central,Branch,0
CUST002550,445134,3,0.308,27,M,Employed,81549,Rented,594,2,0.56,1609,2189,Business,North-East,Agent,0
CUST002551,5414,6,0.235,70,M,Employed,42672,Rented,313,0,0.005,80,3702,Emergency,South-South,Online,0
CUST002552,3805,6,0.263,63,F,Self-employed,16449,Rented,247,1,0.01,779,8460,Emergency,South-West,Online,0
CUST002553,342887,12,0.341,36,F,Employed,114468,Rented,147,0,0.085,888,33236,Business,South-West,Online,0
CUST002554,57961,24,0.341,70,M,Employed,43610,Owned,200,0,0.019,774,9394,Emergency,North-West,Agent,0
CUST002555,12810,24,0.232,21,F,Self-employed,29696,Owned,316,1,0.004,192,2687,Business,South-West,Online,0
CUST002556,68978,24,0.318,63,M,Employed,25942,Owned,127,0,0.035,781,51892,Education,South-South,Online,0
CUST002557,1536,3,0.281,55,F,Self-employed,82120,Family,118,0,0.002,251,3104,Consumer,North-Central,Online,0
CUST002558,36462,3,0.346,29,F,Employed,45079,Family,496,0,0.093,801,9302,Education,North-West,Agent,0
CUST002559,53819,3,0.261,48,Other,Employed,32062,Owned,417,0,0.146,958,5796,Education,South-South,Online,0
CUST002560,110097,6,0.312,19,M,Self-employed,17018,Rented,387,0,0.336,1547,8007,Emergency,North-Central,Branch,0
CUST002561,10757,12,0.311,66,F,Self-employed,31990,Family,82,0,0.009,1591,1954,Business,North-West,Agent,0
CUST002562,40248,12,0.265,18,M,Employed,76977,Family,166,0,0.012,310,13923,Consumer,South-West,Agent,0
CUST002563,11962,3,0.315,34,M,Employed,113023,Rented,270,0,0.011,523,17206,Emergency,South-West,Agent,0
CUST002564,49338,12,0.224,42,F,Unemployed,158804,Rented,63,0,0.006,242,15929,Business,North-East,Agent,0
CUST002565,12401,24,0.201,22,F,Employed,28887,Rented,441,1,0.004,1157,6062,Business,South-South,Branch,0
CUST002566,22254,6,0.252,65,F,Employed,11972,Owned,316,0,0.078,106,43848,Consumer,North-Central,Agent,0
CUST002567,10993,3,0.34,31,F,Employed,108517,Rented,102,3,0.011,905,10452,Business,South-West,Online,0
CUST002568,79329,6,0.265,69,F,Self-employed,70257,Rented,483,1,0.05,74,32696,Business,South-South,Online,0
CUST002569,101736,6,0.288,27,F,Employed,13494,Rented,331,0,0.362,1012,10784,Education,South-West,Online,0
CUST002570,27404,12,0.286,38,M,Employed,130593,Owned,391,0,0.005,82,16045,Education,South-West,Branch,0
CUST002571,38020,6,0.203,42,F,Self-employed,2673,Rented,436,0,0.481,440,13853,Emergency,North-East,Agent,0
CUST002572,6384,3,0.246,52,F,Employed,20333,Family,222,0,0.026,116,3357,Emergency,North-Central,Online,0
CUST002573,25346,24,0.3,20,F,Employed,356329,Rented,315,0,0.001,768,36982,Business,South-South,Online,0
CUST002574,34192,12,0.345,35,F,Unemployed,1268246,Rented,518,0,0.001,147,10661,Business,South-East,Branch,0
CUST002575,843193,6,0.209,67,F,Employed,162482,Rented,272,0,0.181,788,15832,Business,South-South,Branch,0
CUST002576,9562,24,0.25,53,F,Self-employed,41564,Rented,468,0,0.002,106,6326,Consumer,South-West,Branch,0
CUST002577,210451,3,0.196,56,F,Employed,88791,Rented,81,0,0.155,1607,2500,Business,South-East,Online,1
CUST002578,120118,3,0.221,50,M,Self-employed,6406,Owned,347,1,0.8,1265,236,Education,South-South,Branch,0
CUST002579,50856,12,0.244,65,M,Employed,36873,Rented,149,3,0.028,1445,8266,Education,South-South,Online,0
CUST002580,299642,6,0.272,34,F,Self-employed,10117,Owned,298,1,0.8,502,27734,Business,North-West,Online,1
CUST002581,56756,12,0.219,57,M,Employed,203207,Family,199,1,0.005,296,25433,Business,North-Central,Agent,0
CUST002582,57930,6,0.219,23,F,Employed,141437,Rented,159,1,0.015,416,23871,Education,North-Central,Agent,0
CUST002583,34072,3,0.312,51,M,Employed,118281,Rented,360,0,0.03,1366,503,Consumer,South-East,Agent,0
CUST002584,157673,12,0.344,43,F,Employed,144397,Owned,273,0,0.031,554,11536,Emergency,South-South,Branch,0
CUST002585,135369,3,0.235,59,F,Employed,32787,Rented,88,0,0.323,1090,1316,Education,South-West,Agent,0
CUST002586,17140,12,0.297,48,F,Employed,57337,Owned,141,1,0.007,905,28197,Emergency,South-South,Online,0
CUST002587,7456,12,0.224,66,F,Self-employed,28393,Family,354,0,0.005,981,6342,Business,North-East,Online,0
CUST002588,28464,24,0.338,68,Other,Self-employed,62384,Rented,178,0,0.006,381,83292,Business,South-West,Online,0
CUST002589,13904,12,0.294,45,F,Employed,53843,Owned,280,0,0.006,798,11543,Medical,North-Central,Online,0
CUST002590,33650,3,0.316,53,F,Employed,89839,Owned,228,1,0.039,1284,36096,Education,North-West,Branch,0
CUST002591,160319,12,0.188,30,F,Employed,17951,Rented,510,4,0.14,1446,10841,Business,North-West,Agent,0
CUST002592,20978,12,0.282,38,F,Employed,60593,Rented,288,0,0.008,398,12661,Emergency,North-East,Online,0
CUST002593,34496,12,0.27,43,F,Self-employed,59683,Rented,261,0,0.013,1311,27098,Business,South-East,Agent,0
CUST002594,38934,12,0.23,68,M,Employed,73307,Rented,138,5,0.01,1132,8139,Business,North-East,Online,0
CUST002595,100520,12,0.225,48,F,Employed,21566,Rented,325,0,0.087,84,10119,Emergency,South-West,Branch,0
CUST002596,2449,6,0.279,33,F,Self-employed,30607,Rented,389,2,0.004,1259,19885,Emergency,South-South,Online,0
CUST002597,17535,12,0.3,48,F,Employed,24075,Owned,168,0,0.018,1382,63773,Business,North-West,Online,0
CUST002598,46795,6,0.186,30,M,Employed,511073,Owned,104,0,0.003,1042,2361,Business,South-West,Branch,0
CUST002599,153291,3,0.276,47,M,Self-employed,222978,Owned,287,2,0.063,883,1910,Business,North-West,Agent,0
CUST002600,20124,12,0.209,49,M,Employed,55640,Owned,154,1,0.006,1493,14216,Education,North-Central,Online,0
CUST002601,3820,6,0.204,22,F,Self-employed,97660,Family,120,0,0.001,476,6524,Emergency,South-South,Branch,0
CUST002602,76393,3,0.286,29,M,Employed,324154,Rented,220,0,0.022,802,19809,Business,South-West,Agent,0
CUST002603,16942,3,0.233,56,F,Employed,349101,Rented,361,5,0.004,1153,10547,Emergency,South-West,Online,0
CUST002604,8711,12,0.255,58,F,Self-employed,92808,Owned,233,0,0.002,716,3399,Education,South-East,Online,0
CUST002605,17167,6,0.241,54,M,Employed,24064,Rented,413,0,0.029,252,26586,Business,North-West,Online,0
CUST002606,29102,12,0.29,21,F,Employed,226010,Rented,374,1,0.003,140,18605,Emergency,South-West,Online,0
CUST002607,17576,6,0.26,59,F,Employed,77421,Owned,158,0,0.01,1055,1923,Business,South-West,Online,0
CUST002608,2574,6,0.344,65,M,Self-employed,41225,Owned,64,0,0.004,975,5954,Emergency,South-West,Online,0
CUST002609,106561,6,0.24,60,F,Employed,126153,Rented,285,2,0.034,185,30058,Emergency,South-West,Branch,0
CUST002610,167686,12,0.306,46,M,Unemployed,29481,Owned,133,1,0.145,906,13417,Business,North-Central,Online,0
CUST002611,79366,6,0.224,58,F,Unemployed,11068,Rented,148,0,0.268,730,4254,Emergency,South-West,Agent,0
CUST002612,9272,24,0.266,22,F,Employed,243652,Family,628,1,0,881,63976,Emergency,South-West,Agent,0
CUST002613,28515,24,0.274,28,F,Employed,98071,Rented,438,0,0.003,237,65926,Business,South-East,Branch,0
CUST002614,36032,12,0.236,47,F,Employed,148642,Rented,157,1,0.005,1024,26061,Business,North-West,Branch,0
CUST002615,74499,24,0.26,26,F,Employed,7857,Family,430,0,0.103,322,28002,Business,South-West,Online,0
CUST002616,80984,6,0.227,66,F,Self-employed,94853,Rented,401,0,0.032,1475,1210,Business,South-South,Online,0
CUST002617,15047,12,0.181,45,F,Self-employed,82410,Owned,402,0,0.003,1338,873,Business,South-West,Online,0
CUST002618,40070,12,0.217,39,F,Employed,40980,Owned,25,1,0.018,971,3462,Business,North-West,Online,0
CUST002619,62864,12,0.299,28,F,Self-employed,41371,Owned,651,0,0.038,520,8171,Emergency,North-West,Agent,0
CUST002620,208352,12,0.311,38,M,Self-employed,34318,Rented,380,0,0.157,224,454,Emergency,South-West,Agent,0
CUST002621,84576,12,0.228,23,F,Self-employed,338578,Owned,101,2,0.005,556,31576,Emergency,South-West,Branch,0
CUST002622,93607,24,0.249,43,F,Employed,150584,Rented,126,0,0.006,428,86517,Emergency,North-West,Online,0
CUST002623,40158,6,0.186,33,F,Employed,44864,Rented,171,2,0.028,735,4289,Emergency,South-West,Agent,0
CUST002624,197313,12,0.22,68,F,Self-employed,29538,Family,279,0,0.122,1170,17630,Business,North-East,Online,0
CUST002625,59380,12,0.312,31,F,Self-employed,58448,Rented,337,2,0.026,995,32273,Business,South-West,Online,0
CUST002626,12922,12,0.283,52,F,Self-employed,59328,Family,138,0,0.005,456,19111,Business,South-South,Agent,0
CUST002627,195642,6,0.215,59,M,Employed,19007,Rented,321,3,0.369,1046,17661,Emergency,North-Central,Online,0
CUST002628,83908,12,0.224,70,M,Employed,202173,Owned,207,0,0.008,1220,37375,Education,South-South,Agent,0
CUST002629,21340,24,0.319,53,F,Employed,45118,Family,211,0,0.006,257,40530,Business,South-West,Agent,0
CUST002630,20426,6,0.216,39,F,Self-employed,64838,Rented,336,0,0.011,1652,6768,Medical,South-South,Online,0
CUST002631,51838,12,0.237,70,M,Self-employed,145844,Owned,344,0,0.007,898,13286,Medical,North-East,Online,0
CUST002632,63311,6,0.293,19,F,Unemployed,339069,Rented,491,0,0.009,1665,74692,Emergency,North-Central,Online,0
CUST002633,46016,24,0.275,30,F,Self-employed,67677,Family,540,0,0.008,718,4271,Emergency,South-West,Online,0
CUST002634,52763,6,0.258,28,M,Employed,12486,Family,456,0,0.182,814,15955,Business,North-Central,Online,0
CUST002635,279274,6,0.333,29,F,Unemployed,115054,Rented,306,0,0.135,485,1666,Emergency,South-South,Agent,0
CUST002636,131380,6,0.217,50,M,Employed,71496,Owned,305,2,0.066,85,2431,Emergency,South-South,Agent,0
CUST002637,45650,12,0.306,39,M,Employed,33315,Owned,433,1,0.035,1137,2621,Medical,North-West,Agent,0
CUST002638,112372,3,0.207,70,F,Employed,91348,Family,459,0,0.085,1615,5274,Business,North-West,Agent,0
CUST002639,10519,12,0.285,26,M,Employed,29409,Rented,475,0,0.008,791,3258,Education,South-East,Branch,0
CUST002640,58542,24,0.328,61,M,Self-employed,11020,Rented,768,2,0.073,1432,15106,Emergency,South-West,Online,0
CUST002641,318433,12,0.258,24,F,Employed,69250,Owned,80,2,0.099,1419,17723,Emergency,South-South,Branch,0
CUST002642,27954,3,0.303,34,F,Self-employed,21218,Rented,278,2,0.133,1183,2833,Business,North-West,Agent,0
CUST002643,13132,24,0.319,27,F,Self-employed,44172,Rented,430,0,0.004,1185,21819,Business,North-West,Online,0
CUST002644,16605,12,0.203,55,M,Self-employed,113489,Rented,534,3,0.002,1449,1094,Emergency,South-West,Online,0
CUST002645,9822,3,0.3,56,F,Employed,5905,Owned,434,2,0.166,149,1896,Business,North-Central,Online,0
CUST002646,14161,3,0.336,68,M,Employed,39764,Rented,609,0,0.04,729,5696,Education,North-East,Agent,0
CUST002647,23280,3,0.278,63,M,Self-employed,20986,Rented,425,2,0.103,729,2569,Emergency,South-West,Online,0
CUST002648,6723,12,0.212,42,M,Employed,11531,Rented,305,4,0.01,515,12704,Business,South-West,Agent,0
CUST002649,37002,3,0.202,44,F,Self-employed,62206,Owned,233,1,0.04,1506,42154,Medical,South-West,Online,0
CUST002650,107230,6,0.224,47,F,Self-employed,34261,Family,421,4,0.117,338,26060,Business,North-West,Agent,0
CUST002651,12218,12,0.198,47,F,Employed,117591,Owned,403,1,0.002,861,4564,Emergency,South-East,Agent,0
CUST002652,224839,12,0.267,60,M,Employed,93704,Rented,352,0,0.053,1020,5255,Emergency,South-South,Agent,0
CUST002653,67033,12,0.192,51,F,Employed,110065,Owned,210,1,0.01,1778,11485,Emergency,South-West,Branch,0
CUST002654,125078,12,0.218,50,M,Self-employed,7175,Family,232,0,0.317,334,7619,Business,South-South,Agent,0
CUST002655,16491,3,0.255,49,F,Employed,69180,Rented,185,0,0.02,1377,3373,Business,North-West,Branch,0
CUST002656,101258,12,0.261,59,F,Self-employed,72348,Rented,105,1,0.03,1332,19011,Emergency,South-West,Agent,0
CUST002657,9795,6,0.276,29,M,Employed,15159,Rented,257,1,0.03,913,8353,Consumer,South-West,Agent,0
CUST002658,105693,12,0.3,58,M,Employed,51676,Rented,210,0,0.051,674,1951,Consumer,South-South,Branch,0
CUST002659,44632,12,0.188,40,F,Employed,77380,Owned,483,3,0.009,708,55515,Business,South-South,Branch,0
CUST002660,70537,3,0.194,46,M,Employed,61730,Family,357,2,0.074,614,10495,Emergency,North-East,Online,0
CUST002661,8859,24,0.19,60,M,Employed,117148,Rented,431,2,0.001,842,306,Business,South-South,Online,0
CUST002662,12405,6,0.252,18,M,Self-employed,98382,Rented,238,0,0.005,1017,20180,Emergency,North-Central,Agent,0
CUST002663,74360,3,0.187,37,F,Employed,119952,Owned,163,0,0.039,706,8039,Education,South-South,Online,0
CUST002664,11637,24,0.307,27,M,Self-employed,13667,Rented,82,0,0.011,621,5830,Business,North-East,Agent,0
CUST002665,63313,12,0.218,36,F,Self-employed,26832,Rented,646,0,0.043,1343,1160,Emergency,South-West,Branch,0
CUST002666,7040,12,0.34,40,F,Self-employed,37970,Rented,395,0,0.005,151,45179,Business,South-West,Online,0
CUST002667,100489,12,0.263,38,M,Employed,49389,Owned,155,0,0.045,622,5954,Business,South-South,Agent,0
CUST002668,8274,12,0.256,60,M,Employed,9912,Rented,222,0,0.018,619,386,Emergency,North-East,Branch,0
CUST002669,70457,3,0.313,52,F,Employed,48460,Family,532,5,0.152,1002,2125,Business,South-South,Online,0
CUST002670,76938,6,0.301,65,F,Self-employed,133203,Family,80,0,0.029,885,8637,Medical,South-South,Agent,0
CUST002671,15738,6,0.283,49,M,Employed,13179,Rented,148,0,0.056,571,8996,Emergency,South-East,Branch,0
CUST002672,73015,3,0.339,27,M,Employed,11101,Owned,117,2,0.743,725,3324,Emergency,South-East,Agent,1
CUST002673,49638,12,0.252,19,M,Self-employed,227640,Rented,338,0,0.005,255,16259,Education,South-West,Online,0
CUST002674,19022,6,0.317,68,F,Employed,90619,Rented,389,0,0.011,1470,1722,Education,North-West,Agent,0
CUST002675,10826,6,0.245,53,F,Self-employed,498095,Rented,576,0,0.001,581,7282,Education,South-East,Branch,0
CUST002676,3445,3,0.323,65,F,Employed,68896,Owned,400,0,0.005,402,9990,Education,South-West,Branch,0
CUST002677,55247,12,0.224,23,F,Employed,52237,Rented,23,0,0.02,1775,2425,Education,South-East,Online,0
CUST002678,5553,12,0.229,60,M,Self-employed,26012,Rented,104,0,0.004,1129,30147,Business,South-South,Online,0
CUST002679,40717,6,0.295,34,M,Self-employed,782971,Family,186,1,0.003,1069,38476,Emergency,South-West,Online,0
CUST002680,26472,12,0.216,32,F,Self-employed,221019,Rented,489,3,0.002,295,8965,Emergency,North-East,Online,0
CUST002681,82040,6,0.219,53,F,Employed,100221,Owned,239,1,0.03,1069,10894,Emergency,South-South,Agent,0
CUST002682,25274,12,0.232,41,F,Employed,81528,Owned,199,1,0.006,627,24464,Education,South-East,Online,0
CUST002683,24456,3,0.295,57,F,Employed,16663,Rented,252,0,0.144,448,14499,Education,South-West,Online,0
CUST002684,87399,6,0.331,46,M,Self-employed,59909,Family,88,1,0.08,1697,7499,Business,North-West,Agent,0
CUST002685,54288,12,0.295,67,M,Employed,17590,Rented,206,3,0.076,237,25186,Education,South-West,Agent,0
CUST002686,53071,24,0.321,31,M,Self-employed,42476,Family,129,0,0.017,1586,73258,Business,South-East,Branch,0
CUST002687,63775,6,0.272,19,F,Employed,66952,Owned,187,3,0.043,83,6090,Emergency,South-West,Online,0
CUST002688,5752,12,0.192,65,F,Employed,72822,Rented,199,2,0.001,1310,4826,Business,North-West,Agent,0
CUST002689,90052,12,0.197,39,F,Self-employed,19349,Owned,199,0,0.076,271,41256,Medical,South-South,Online,0
CUST002690,75732,24,0.274,64,M,Self-employed,105124,Owned,82,0,0.008,1284,3510,Business,South-West,Branch,0
CUST002691,10721,6,0.236,70,F,Self-employed,53656,Family,102,1,0.008,1225,1986,Medical,South-West,Online,0
CUST002692,27094,6,0.217,23,M,Employed,137017,Rented,206,0,0.007,583,6859,Medical,North-Central,Branch,0
CUST002693,34642,12,0.259,26,M,Employed,113677,Owned,278,0,0.007,638,28831,Emergency,South-West,Branch,0
CUST002694,30902,3,0.293,29,M,Self-employed,229526,Family,82,0,0.013,1718,72429,Business,South-West,Online,0
CUST002695,54210,3,0.245,59,F,Self-employed,24982,Rented,327,2,0.177,392,9777,Business,South-West,Online,0
CUST002696,202326,3,0.316,56,F,Self-employed,524600,Rented,412,0,0.041,1409,11195,Business,North-West,Online,0
CUST002697,133002,12,0.306,22,M,Employed,17423,Owned,59,3,0.195,960,10952,Education,South-East,Branch,0
CUST002698,7520,3,0.305,57,F,Employed,40799,Family,302,0,0.019,735,7279,Emergency,North-East,Online,0
CUST002699,76610,12,0.347,61,M,Self-employed,73009,Rented,269,0,0.03,868,8690,Business,South-South,Agent,0
CUST002700,178924,6,0.23,18,M,Employed,110512,Family,534,0,0.062,1774,18709,Business,South-South,Online,0
CUST002701,57766,3,0.29,27,F,Employed,42838,Family,571,0,0.13,1591,25821,Business,North-Central,Online,0
CUST002702,134480,6,0.325,28,M,Employed,55330,Owned,56,1,0.132,73,127878,Emergency,South-South,Online,0
CUST002703,406250,3,0.279,44,M,Self-employed,532877,Rented,236,3,0.071,1794,28952,Business,South-South,Agent,0
CUST002704,124051,12,0.314,40,M,Employed,29150,Owned,213,2,0.111,1428,12379,Emergency,South-East,Agent,0
CUST002705,48980,12,0.25,37,M,Self-employed,19532,Rented,511,2,0.052,957,6926,Emergency,South-West,Branch,0
CUST002706,127275,6,0.28,22,F,Employed,14474,Rented,379,3,0.41,1470,1057,Emergency,North-West,Online,0
CUST002707,43211,3,0.189,30,F,Employed,30515,Rented,386,0,0.089,892,421,Business,North-East,Branch,0
CUST002708,37372,12,0.348,67,F,Employed,1524,Rented,437,0,0.711,448,3195,Business,North-Central,Agent,1
CUST002709,23820,12,0.316,27,M,Unemployed,59764,Owned,466,3,0.01,1229,117913,Emergency,South-West,Online,0
CUST002710,237066,12,0.328,70,Other,Self-employed,388281,Rented,182,2,0.017,459,11034,Emergency,North-Central,Online,0
CUST002711,13600,12,0.298,66,F,Employed,56017,Owned,470,0,0.006,1078,2472,Business,South-East,Agent,0
CUST002712,228397,6,0.212,68,F,Self-employed,227472,Owned,435,0,0.035,127,11979,Business,North-East,Online,0
